SKU	Brand	Line	Vitola	Country	Tier	Strength	Body	Flavor Family	Occasion	Smoke Time	Pairing Affinity	Wrapper	Binder	Filler	Notes	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Best For	Avoid If	Why Recommend	Recommendation Confidence	Source Confidence	Beginner Safe	Image URL	Article Source	MSRP USD	Length	Ring Gauge	Shape	Stick Size	Catalog Line	Member Blurb	Price Note	Size Note	CA Rating	CA List Year	CA List	CA Rank	Data Grade (1-10)
VID-17-LBO-ISLAND-GRD	Leaf by Oscar	Island Maduro	Gordo	Honduras	4	4	Medium-Full	Savory	After dinner	90 min	Rum	Mexican San Andrés	Honduras	Honduras / Nicaragua	Sterlon teaching catalog (video transcript). Teaches Island Maduro in Gordo - Honduras character and Sterlon regional/flavor identity.	Mexican San Andrés wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, cocoa, cedar, leather, sweet tobacco	Verified against https://www.cigaraficionado.com/ratings/8987/name/leaf-by-oscar-island-maduro-gordo.	Beginner seeking ultra-mild only when strength is medium-full or full.	Recommend when teaching Island Maduro identity, AJ/Aganorsa progression, or transcript-priority catalog coverage.	Medium	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/ratings/8987/name/leaf-by-oscar-island-maduro-gordo	6.	5.5	44.	Corona	5½ × 44 · Corona	Flores y Rodriguez 18th Anniversary Millefleurs · 5½ × 44 · Corona · Medium · Dominican · $6 · Notes: cedar, wood, earth, leather	Millefleurs corona - Dominican value with woody sweetness. Good when user wants budget DR character.							10
L3-MAC-CAFE	Macanudo	Cafe	Robusto / Hyde Park	Dominican Republic	3	2	Light	Creamy	Morning coffee	45 min	Coffee	Connecticut Shade	Mexico	Dominican Republic / Mexico	Level 3 foundation: teaches consistency, mild Connecticut profile, easy draw, and beginner-safe balance.	Connecticut Shade wrapper softens the profile with cream, light cedar, and a clean mild finish.	Mexican binder adds structure and a quiet savory base without making the cigar aggressive.	Dominican and Mexican filler keep the smoke mild, consistent, and easy to read.	vanilla, bread, sweet spice, coffee, cinnamon, nutmeg	Verified against https://www.cigaraficionado.com/ratings/14291/name/macanudo-cafe-hyde-park-toro.	User wants bold pepper, heavy body, high nicotine, or collector rarity.	Recommend when the user needs a gentle, reliable, beginner-safe Connecticut profile.	High	Cigar Aficionado official review	Yes	https://www.holts.com/clubhouse/sites/default/files/Macanudo-Cafe-Duke-of-Devon.png	https://www.cigaraficionado.com/ratings/14291/name/macanudo-cafe-hyde-park-toro	12.	6.	54.	Toro	6 × 54 · Toro	Aging Room Quattro Nicaragua Concerto Impromptu · 6 × 54 · Toro · Medium-Full · Nicaragua · $12 · Notes: pepper, cinnamon, nutmeg, orange peel	Spice-forward Nicaraguan puro — pepper, cinnamon, and orange peel in a box-pressed shape. For after-dinner drinkers who want complexity.							10
BB25-19-MAC-COURT	Macanudo	Café	Court (Tubo)	Dominican Republic	2	2	Medium-Light	Creamy	Morning coffee	30 min	Coffee	Connecticut Shade	Dominican Republic	Dominican Republic / Mexico	Cigar Aficionado 2025 Best Buy, rated 89 (≤$7 MSRP). Teaches Café in Court (Tubo) - value Dominican pick for budget-conscious smokers.	Connecticut Shade wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Mexico filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/macanudo-cafe-court-tubo-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/macanudo-cafe-court-tubo-2025	24.	6.5	52.	Piramide	6½ × 52 · Piramide	Davidoff Millennium Blend Series · 6½ × 52 · Piramide · Medium-Full · Dominican · $24 · Notes: cream, cedar, coffee, soft pepper	Davidoff Millennium elegance with more body — cream, coffee, and floral spice in a piramide. Luxury that still drinks refined.			89	2025	Best Buy		10
CA25-12-MAC-EMISSARY-FR	Macanudo	Emissary France	Churchill	Honduras	5	5	Medium-Full	Savory	Winter smoke	90 min	Cognac	Ecuador	Connecticut Broadleaf	Brazil / Dominican Republic / France / U.S.A.	Cigar Aficionado 2025 #12, rated 95. Teaches modern Macanudo beyond Cafe, with uncommon French filler and a broadleaf binder under an Ecuadorian wrapper.	Ecuadorian wrapper adds polish, aroma, and smooth top notes.	Connecticut Broadleaf binder adds dark sweetness and structure around the uncommon filler blend.	Brazilian, Dominican, French, and U.S. filler create unusual savory complexity.	leather, black pepper, coffee bean, cocoa	Verified against https://www.cigaraficionado.com/top25cigar/macanudo-emissary-france-churchill-2025.	User assumes all Macanudo is mild Cafe-style or needs a short smoke.	Recommend when the user wants to explore Macanudo's modern, richer side.	High	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top12-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/macanudo-emissary-france-churchill-2025	16.	6.	58.	Toro Gordo	6 × 58 · Toro Gordo	E.P. Carrillo Encore Majestic · 6 × 58 · Toro Gordo · Medium-Full · Nicaragua · $16 · Notes: cedar, wood, earth, leather	Encore at full toro gordo scale - woody Nicaraguan puro depth and celebration body. Bigger step up from the Celestial on the 2024 list.		Encore line; CA24-03 is Celestial vitola.	95	2025	Top 25	12	10
CA24-02-MONTE-1935	Montecristo	1935 Anniversary Nicaragua	Espeso	Nicaragua	6	4	Medium-Full	Sweet Spice	After dinner	90 min	Rum	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 #2, rated 96. Teaches 1935 Anniversary Nicaragua identity in Espeso format - regional character, construction, and Top 25 prestige.	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/montecristo-1935-anniversary-nicaragua-espeso-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, 1935 Anniversary Nicaragua, or a medium-full rum-friendly smoke at this size.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/montecristo-1935-anniversary-nicaragua-espeso-2024	13.	6.	54.	Chisel	6 × 54 · Chisel	La Flor Dominicana Double Ligero Chisel · 6 × 54 · Chisel · Full · Dominican · $13 · Notes: red pepper, leather, charred oak, earth	Dominican ligero with real teeth — red pepper, leather, and coffee. Experienced smokers only; not the mild DR stereotype.		Line also: Robusto 5×50, Toro 6×54.	96	2024	Top 25	2	10
HTD-07-MONTECRISTO	Montecristo	Classic / Dominican	Varies	Dominican Republic	3	2	Light	Creamy	Morning coffee	60 min	Coffee	Connecticut Shade	Dominican Republic	Dominican Republic	Level 3 foundation: teaches Cuban-legacy mild Dominican style, grassy sweetness, creamy finish, and broad beginner appeal.	Connecticut Shade wrapper gives grassy sweetness, cream, and classic Cuban-legacy mildness.	Dominican binder supports approachable, consistent construction from Tabacalera de García.	Dominican filler reinforces cedar, nuts, light coffee, and easy-drinking mild body.	cream, cinnamon spice, wood, leather, toasty	Verified against https://www.cigaraficionado.com/ratings/15552/name/montecristo-white-toro-toro.	User wants bold pepper, dark maduro, or boutique Nicaraguan intensity.	Recommend as a widely available mild Dominican classic with broad beginner appeal.	High	Cigar Aficionado official review	Yes	https://www.holts.com/clubhouse/sites/default/files/Montecristo_1.png	https://www.cigaraficionado.com/ratings/15552/name/montecristo-white-toro-toro	15.	6.	50.	Toro	6 × 50 · Toro	Aladino 85 Aniversario Reserva · 6 × 50 · Toro · Medium · Honduras · $15 · Notes: cedar, wood, spice, earth	Honduran puro anniversary — Corojo-seed cedar and wood in a reserve toro. Eiroa heritage for Scotch and celebration nights.							10
CUR-22-MONTE-NO2	Montecristo	Línea Clásica	No. 2	Cuba	6	4	Medium-Full	Woodsy	After dinner	90 min	Scotch	Cuba	Cuba	Cuba	Curated classic (iconic Habanos). Teaches Línea Clásica in No. 2 - Cuban character, construction, and hall-of-fame reference status.	Cuba wrapper sets top-note, color, and burn for this vitola.	Cuba binder supports structure and integration with the filler.	Cuba filler drives body, strength, and the flavor arc Sterlon should echo.	leather, cinnamon, nutmeg, tangy wood	Verified against https://www.cigaraficionado.com/ratings/25885/name/montecristo-no-2.	Beginner seeking ultra-mild only, or user needs U.S. retail when cigar is island Cuban.	Recommend when the user cites this hall-of-fame stick, Línea Clásica, or asks for a medium-full woodsy reference.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/ratings/25885/name/montecristo-no-2	6.	6.	52.	Toro	6 × 52 · Toro	Nica Rustica Adobe · 6 × 52 · Toro · Medium-Full · Nicaragua · $6 · Notes: earth, savory spice, cedar, cocoa	Adobe toro - Drew Estate rustic Nicaraguan earth and pepper without Liga pricing.							10
L3-MONT-WHITE	Montecristo	White Series	Toro / Rothchilde / Churchill	Dominican Republic	3	3	Medium-Light	Creamy	Morning coffee	60 min	Coffee	Ecuadorian Connecticut Shade	Nicaragua	Dominican Republic / Nicaragua	Level 3 foundation: teaches refined Connecticut Shade, cream, light spice, and premium mild-to-medium structure. Uses a savory premium Nicaraguan binder to hold a Dominican and Nicaraguan long-filler core inside an Ecuadorian Connecticut Shade wrapper for a smooth, creamy smoke.	Ecuadorian Connecticut Shade wrapper delivers cream, smoothness, and light sweetness.	Nicaraguan binder adds savory structure and keeps the mild profile from feeling thin.	Dominican and Nicaraguan long-fillers provide a creamy core with gentle spice and enough body for pairing.	cream, cinnamon spice, wood, leather, toasty	Verified against https://www.cigaraficionado.com/ratings/15552/name/montecristo-white-toro-toro.	User wants strong pepper, dark flavors, or short smoke.	Recommend for a smooth, creamy premium cigar where the binder adds quiet savory depth.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/15552/name/montecristo-white-toro-toro	8.	5.	50.	Robusto	5 × 50 · Robusto	San Cristobal Elegancia Robusto · 5 × 50 · Robusto · Medium · Nicaragua · $8 · Notes: cream, cedar, nuts, toast	San Cristobal Elegancia robusto — Ashton/EPC Connecticut elegance: cream, toast, and gentle cedar. Classic morning sprint stick.							10
L4-MYF-LEBIJOU	My Father	Le Bijou 1922	Toro / Torpedo / Churchill	Nicaragua	4	6	Full	Dark & Heavy	Winter smoke	90 min	Scotch	Nicaraguan Habano Oscuro	Nicaragua	Nicaragua	Level 4 region identity: teaches darker Nicaraguan spice, leather, espresso, cocoa, fuller body, and Garcia-family blending style.	Nicaraguan Habano Oscuro wrapper deepens cocoa, leather, and pepper with oily maduro texture.	Nicaraguan binder (often double-binder bunch) amplifies Garcia-family structure and full-bodied burn.	Nicaraguan filler drives espresso, dark cocoa, earth, cherry-dark fruit, and experienced-only intensity.	hickory, black coffee, nutmeg, cherry	Verified against https://www.cigaraficionado.com/ratings/23080/name/my-father-le-bijou-1922-toro-toro.	Beginner, mild preference, morning smoke, user dislikes pepper and heavy body.	Recommend for a serious, dark, full-bodied Nicaraguan profile with My Father blending identity.	High	Cigar Aficionado official review	No		12.	12.	6.	54.	Toro	6 × 54 · Toro	Punch Knuckle Buster Shade Stubby · 4 × 50 · Robusto · Medium-Light · Honduras · $5 · Notes: cream, cedar, nuts, toast	Stubby Knuckle Buster - short time window, same creamy profile. Lunch break default.							10
CUR-25-MF-ORIG-TORO	My Father	Original	Toro	Nicaragua	4	4	Medium-Full	Savory	After dinner	90 min	Bourbon	Nicaragua Habano	Nicaragua	Nicaragua	User checklist (must-have catalog). Teaches Original in Toro - Nicaragua character, construction, and hall-of-fame reference status.	Nicaragua Habano wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, pepper, cedar, cocoa, leather	Verified against https://www.cigaraficionado.com/ratings/14062/name/my-father-no-1.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Original, or asks for a medium-full savory reference.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/ratings/14062/name/my-father-no-1	5.	5.	50.	Robusto	5 × 50 · Robusto	La Aurora Cazadores Nicaragua · 5 × 50 · Robusto · Medium · Dominican · $5 · Notes: earth, savory spice, cedar, cocoa	La Aurora Cazadores Nicaragua robusto - five-dollar Nicaraguan-forward daily driver.		CA lists DR; blend is Nicaragua-forward Cazadores line.					10
CA24-01-MF-JUDGE	My Father	The Judge	Grand Robusto	Nicaragua	7	5	Full	Coffee	Collector	90 min	Cognac	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 #1, rated 97. Teaches The Judge identity in Grand Robusto format - regional character, construction, and Top 25 prestige.	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, coffee, earth, dark sweetness, cedar	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/my-father-the-judge-grand-robusto-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, The Judge, or a full cognac-friendly smoke at this size.	High	Cigar Aficionado official review	No	https://s3.amazonaws.com/assets.mshanken.com/ca/static-imgs/top25-coty-badge.png	https://www.cigaraficionado.com/top25cigar/my-father-the-judge-grand-robusto-2024	28.	7.	47.	Churchill	7 × 47 · Churchill	Byron 19th Century Churchill · 7 × 47 · Churchill · Medium · Costa Rica · $28 · Notes: caramel, cream, oak, almond	Byron 19th Century Churchill — ultra-refined Costa Rican/Ecuador dessert elegance. Boutique advanced; champagne pairing.			97	2024	Top 25	1	10
CUR-16-MF-JUDGE-TORO	My Father	The Judge	Toro	Nicaragua	7	5	Full	Coffee	Collector	90 min	Cognac	Nicaragua	Nicaragua	Nicaragua	Curated classic (user list). Teaches The Judge in Toro - Nicaragua character, construction, and hall-of-fame reference status.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaraguan filler provides full-bodied Pepin Garcia depth, cocoa, coffee, earth, and dark sweetness.	cocoa, coffee, earth, dark sweetness, cedar	Verified against https://www.cigaraficionado.com/ratings/20372/name/my-father-the-judge-toro-fino-toro.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, The Judge, or asks for a full coffee reference.	High	Cigar Aficionado official review	No		https://www.cigaraficionado.com/ratings/20372/name/my-father-the-judge-toro-fino-toro	12.	6.	52.	Toro	6 × 52 · Toro	Adventura Navigator Toro · 6 × 52 · Toro · Medium · Dominican · $12 · Notes: cedar, wood, earth, leather	Adventura Navigator toro — Henderson Ventura storytelling with Dominican-Nicaraguan balance. Accessible boutique.							10
BB24-19-NICA-ADOBE	Nica Rustica	Adobe	Toro	Nicaragua	3	4	Medium-Full	Savory	After dinner	90 min	Bourbon	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 Best Buy, rated 88 (≤$7 MSRP). Teaches Adobe in Toro - value Nicaragua pick for budget-conscious smokers.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, cocoa, black pepper, espresso, rustic sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/nica-rustica-adobe-toro-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/nica-rustica-adobe-toro-2024	9.	5.5	50.	Robusto	5½ × 50 · Robusto	Padron 2000 · 5½ × 50 · Robusto · Medium · Nicaragua · $9 · Notes: cocoa, coffee, earth, nuts	The daily Padron lesson — all-Nicaraguan cocoa, coffee, and earth in honest construction. Natural vs maduro is your sweetness dial.			88	2024	Best Buy		10
